page_a,page_b,verdict,evidence,confidence
K1:E4T8TU3LE8,K1:Y0C99N5TMZ,separate,"R4y both are salts of QAOWNCQODCNURD; neither page is that parent moiety; §3.1 merges a salt into its parent, and that parent is not either of these two pages",high
K1:E65RW73PHS,K1:5WBR90FN3H,separate,"R6a GSRS names Fosveset as the parent substance of Gadofosveset, but it records the active moiety as Gadolinium cation (3+) (AZV954TZ9N); the counter-ion is the substance being recorded",high
K1:EDN2NBH5SS,K1:W4888I119H,separate,R8s the two held structures settle it: different skeletons NDAUXUAQIAJITI vs FEWJPZIEWOKRBE; a name rule does not overrule a structure comparison,high
K1:EE90ONI6FF,,merge,R0b same UNII inside the 'potassium' name group: K1:EE90ONI6FF and HOLD:existing:potassium-citrate both hold UNII EE90ONI6FF,high
K1:EE92BBP03H,K1:J3TZF807X5,separate,R8s the two held structures settle it: different skeletons HSUGRBWQSSZJOP vs BJEPYKJPYRNKOW; a name rule does not overrule a structure comparison,high
K1:EEO29FZT86,,merge,R0 already-merged: corpus merge map records K1:JQ72VD4XUL -> K1:EEO29FZT86; the two names denote one live page (Padeliporfin),high
K1:ER29L26N1X,K1:88XHZ13131,separate,"R6 the GSRS record on K1:ER29L26N1X is a mixed salt whose active moiety is Cobimetinib (ER29L26N1X); Fumaric Acid is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:EUT3557RT5,K2:SGEIEGAXKLMUIZ-XUVDNFPMSA-N,form_of,"R3 InChIKey skeleton SGEIEGAXKLMUIZ shared; SGEIEGAXKLMUIZ-CYBMUJFWSA-N vs SGEIEGAXKLMUIZ-XUVDNFPMSA-N; the records carry the same name (Arimoclomol / Arimoclomol) so the difference is the stereo or protonation layer alone. §3.2 links these, never merges",medium
K1:F1T8QT9U8B,K1:UD4O8TY7RW,separate,"R9a two separately registered FDA substances: Digitalis ['F1T8QT9U8B'] and Digitalis Purpurea Whole ['UD4O8TY7RW'], preferred names DIGITALIS and DIGITALIS PURPUREA WHOLE; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:F59P8B75R4,,merge,R0 already-merged: corpus merge map records K1:914032762Y -> K1:F59P8B75R4; the two names denote one live page (Pentosan Polysulfate),high
K1:F59P8B75R4,,merge,R0 already-merged: corpus merge map records K1:914032762Y -> K1:F59P8B75R4; the two names denote one live page (Pentosan Polysulfate),high
K1:F5Y53150C8,K1:W4888I119H,separate,R8s the two held structures settle it: different skeletons ZXOSVKYCXLTVGS vs FEWJPZIEWOKRBE; a name rule does not overrule a structure comparison,high
K1:F79059A38U,K1:069647RPT5,separate,"R6 the GSRS record on K1:F79059A38U is a mixed salt whose active moiety is Antimony Trisulfide (F79059A38U); Antimony Cation (3+) is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:F8PO54Z4V7,K1:F9S9FFU82N,separate,"R6 the GSRS record on K1:F8PO54Z4V7 is a mixed salt whose active moiety is Squalamine (F8PO54Z4V7); Lactic Acid is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:F8XAG1755S,K1:PB618V0K2W,separate,R9c Borage Oil and Borage are different registered preparations of one organism (oil); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:F91H02EBWT,K1:W4888I119H,separate,R8s the two held structures settle it: different skeletons BPZSYCZIITTYBL vs FEWJPZIEWOKRBE; a name rule does not overrule a structure comparison,high
K1:FI8B4CLS9I,K1:G6W4F0V8Z3,separate,R9c Datura Stramonium Whole and Datura Stramonium are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:G23AP190YS,K1:W4888I119H,separate,R8s the two held structures settle it: different skeletons QPYJXFZUIJOGNX vs FEWJPZIEWOKRBE; a name rule does not overrule a structure comparison,high
K1:G43C57162K,K1:VIF565UC2G,separate,R9c Melaleuca Alternifolia Leaf Oil and Melaleuca Alternifolia Leaf are different registered preparations of one organism (oil); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:GB4I2JI8UI,,merge,R0 already-merged: corpus merge map records K1:28O0WP6Z1P -> K1:GB4I2JI8UI; the two names denote one live page (Vutrisiran),high
K1:GB4I2JI8UI,,merge,R0 already-merged: corpus merge map records K1:28O0WP6Z1P -> K1:GB4I2JI8UI; the two names denote one live page (Vutrisiran),high
K1:H5WVD9LZUD,K1:4E862E7GRQ,separate,R4z shared parent XPPKVPWEQAFLFU has 0 carbon atoms; an inorganic anion is not a moiety a drug page merges onto,high
K1:H6CM4TWH1W,K1:IGO73S04D5,separate,R8s the two held structures settle it: different skeletons GRWFGVWFFZKLTI vs WTARULDDTDQWMU; a name rule does not overrule a structure comparison,high
K1:H7965X29HX,K4:cobaltous,separate,"R9b 'Cobaltous Sulfate' names an element, a cation or an oxidation state, not a moiety; §3.1a refuses a merge between it and Cobaltous",high
K1:HF539G9L3Q,K1:XMK14ETW2D,separate,"R4y both are salts of NBIIXXVUZAFLBC; neither page is that parent moiety; §3.1 merges a salt into its parent, and that parent is not either of these two pages",high
K1:HIW548RQ3W,K1:F6A27P4Q4R,separate,R4z shared parent MCAHWIHFGHIESP has 0 carbon atoms; an inorganic anion is not a moiety a drug page merges onto,high
K1:HS813P8QPX,,merge,R0 already-merged: corpus merge map records K1:R3O80H60KX -> K1:HS813P8QPX; the two names denote one live page (Bismuth Subcitrate),high
K1:HS813P8QPX,,merge,R0 already-merged: corpus merge map records K1:R3O80H60KX -> K1:HS813P8QPX; the two names denote one live page (Bismuth Subcitrate),high
K1:HT0935F2JR,K4:mercurous,separate,"R9b 'Mercurous Iodide' names an element, a cation or an oxidation state, not a moiety; §3.1a refuses a merge between it and Mercurous",high
K1:I35H55G906,K1:3B8D35Y7S4,separate,"R6 the GSRS record on K1:I35H55G906 is a mixed salt whose active moiety is Dovitinib (I35H55G906); Lactic Acid, Dl is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:I8LHQ0D645,K1:L3L3XYP7MP,separate,"R9a two separately registered FDA substances: Dextran 1 ['I8LHQ0D645'] and Isomaltotriose ['K3R6ZDH4DU', 'L3L3XYP7MP'], preferred names DEXTRAN 1 and DEXTRAN 40; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:I8LHQ0D645,K1:V5LWP0C2L5,separate,"R9a two separately registered FDA substances: Dextran 1 ['I8LHQ0D645'] and Dextran Sulfate Sodium (5000 MW) ['V5LWP0C2L5'], preferred names DEXTRAN 1 and DEXTRAN SULFATE SODIUM (5000 MW); neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:I909J9CFAT,K2:YMXBQIIPWIMAQE-UHFFFAOYSA-N,separate,R9 no shared identifier and no structure pair to compare (Liprotamase Amylase vs Amylase); UNIIs ['I909J9CFAT'] vs none; InChIKeys none vs YMXBQIIPWIMAQE-UHFFFAOYSA-N,low
K1:I909J9CFAT,K3:CHEMBL1201648,separate,R9 no shared identifier and no structure pair to compare (Liprotamase Amylase vs AMYLASE (PANCRELIPASE)); UNIIs ['I909J9CFAT'] vs none,low
K1:IGA15S9H40,K1:IO46B19O1Q,separate,R8s the two held structures settle it: different skeletons QAOWNCQODCNURD vs AWYFNIZYMPNGAI; a name rule does not overrule a structure comparison,high
K1:IO46B19O1Q,K1:W00LYS4T26,separate,R8s the two held structures settle it: different skeletons AWYFNIZYMPNGAI vs QAOWNCQODCNURD; a name rule does not overrule a structure comparison,high
K1:IY191986AO,K4:mercuric,separate,"R9b 'Mercuric Oxide' names an element, a cation or an oxidation state, not a moiety; §3.1a refuses a merge between it and Mercuric",high
K1:IZ05287FTB,K1:ML30MJ2U7I,separate,R8s the two held structures settle it: different skeletons ZRJXRFLDXJTCMA vs QAOWNCQODCNURD; a name rule does not overrule a structure comparison,high
K1:J2VZ07J96K,,merge,R0 already-merged: corpus merge map records K1:19371312D4 -> K1:J2VZ07J96K; the two names denote one live page (Polymyxin b),high
K1:J2VZ07J96K,,merge,R0 already-merged: corpus merge map records K1:19371312D4 -> K1:J2VZ07J96K; the two names denote one live page (Polymyxin b),high
K1:J4L3PPG58I,K4:mercuric,separate,"R9b 'Mercuric Sulfate' names an element, a cation or an oxidation state, not a moiety; §3.1a refuses a merge between it and Mercuric",high
K1:J7YV2RKO6Q,K1:JHU490RVYR,separate,R8s the two held structures settle it: different skeletons MZHCENGPTKEIGP vs XBDQKXXYIPTUBI; a name rule does not overrule a structure comparison,high
K1:J95YY85R52,K1:R10H71BSWG,separate,R8s the two held structures settle it: different skeletons VJHYOZWFHJBKMZ vs PIEUQSKUWLMALL; a name rule does not overrule a structure comparison,high
K1:K4C08XP666,K4:tribasic,separate,"R9b 'Tribasic' names an element, a cation or an oxidation state, not a moiety; §3.1a refuses a merge between it and Tricalcium Phosphate",high
K1:K72I3DEX9B,HOLD:existing:anhydrous-citric-acid,separate,"R4x §1 the removed fragment is not a counter-ion: Zinc Citrate carries Zn that Anhydrous Citric Acid does not; shared organic fragment KRKNYBCHXYNGOX is the ligand, not the substance",high
K1:K72I3DEX9B,K1:XF417D3PSL,separate,"R4x §1 the removed fragment is not a counter-ion: Zinc Citrate carries Zn that Anhydrous Citric Acid does not; shared organic fragment KRKNYBCHXYNGOX is the ligand, not the substance",high
K1:K72T3FS567,K1:RP8X0ZB061,separate,"R9a two separately registered FDA substances: ADENOSINE ['K72T3FS567'] and Lactobacillus Crispatus Strain CTV-05 ['RP8X0ZB061'], preferred names ADENOSINE and LACTOBACILLUS CRISPATUS STRAIN CTV-05; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:K91YT16P5M,K1:WIQ1H85SYP,separate,"R4y both are salts of YGSDEFSMJLZEOE; neither page is that parent moiety; §3.1 merges a salt into its parent, and that parent is not either of these two pages",high
K1:KH7I04HPUU,K4:monobasic,separate,"R9b 'Sodium Phosphate, Monobasic' names an element, a cation or an oxidation state, not a moiety; §3.1a refuses a merge between it and Monobasic",high
K1:L0ND3981AG,K1:1HTE449DGZ,separate,"R9a two separately registered FDA substances: GADOTERATE MEGLUMINE ['L0ND3981AG'] and Tetraxetan ['1HTE449DGZ'], preferred names Gadoterate meglumine and Tetraxetan; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:L0ND3981AG,K1:6HG8UB2MUY,separate,"R9a two separately registered FDA substances: GADOTERATE MEGLUMINE ['L0ND3981AG'] and Meglumine ['6HG8UB2MUY'], preferred names Gadoterate meglumine and Meglumine; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:L11K75P92J,K4:dibasic,separate,"R9b 'Anhydrous Dibasic Calcium Phosphate' names an element, a cation or an oxidation state, not a moiety; §3.1a refuses a merge between it and Anhydrous Dibasic",high
K1:LA9X9UJA2Z,K1:817L1N4CKP,separate,"R4a Magnesium Malate is MALIC ACID (BJEPYKJPYRNKOW) plus counter-ions or solvate, but FDA records the active moiety of Magnesium Malate as MAGNESIUM CATION (T6V3LHY838), not MALIC ACID; the counter-ion is the substance being recorded and the organic acid is its carrier",high
K1:LC1V549NOM,K1:LGN4W9EY7G,separate,R8s the two held structures settle it: different skeletons CPELXLSAUQHCOX vs ZTEATMVVGQUULZ; a name rule does not overrule a structure comparison,high
K1:LC1V549NOM,K1:OSD78555ZM,separate,"R4y both are salts of CPELXLSAUQHCOX; neither page is that parent moiety; §3.1 merges a salt into its parent, and that parent is not either of these two pages",high
K1:LGX9OL562T,K1:5UTX5635HP,separate,"R6a GSRS names Oxyquinoline as the parent substance of INDIUM IN 111 OXYQUINOLINE, but it records the active moiety as INDIUM CATION IN-111 (WJZ06C0H8L); the counter-ion is the substance being recorded",high
K1:M089EFU921,K2:CUKWUWBLQQDQAC-VEQWQPCFSA-N,merge,R1 identical UNII M089EFU921; one page holds no structure of its own; §2 keys biologics and name-only records on UNII alone,high
K1:M15H03K69B,,merge,R0 already-merged: corpus merge map records K1:Y3834SIK5F -> K1:M15H03K69B; the two names denote one live page (Porfimer),high
K1:M15H03K69B,,merge,R0 already-merged: corpus merge map records K1:Y3834SIK5F -> K1:M15H03K69B; the two names denote one live page (Porfimer),high
K1:M7Y086VB5G,K1:R4R8J0Q44B,separate,R8s the two held structures settle it: different skeletons AEMOLEFTQBMNLQ vs RGHNJXZEOKUKBD; a name rule does not overrule a structure comparison,high
K1:MD64P82Y28,K1:AB6MNQ6J6L,separate,"R4a LITHIUM SUCCINATE is Succinic Acid (KDYFGRWQOYBRFD) plus counter-ions or solvate, but FDA records the active moiety of LITHIUM SUCCINATE as LITHIUM CATION (8H8Z5UER66), not Succinic Acid; the counter-ion is the substance being recorded and the organic acid is its carrier",high
K1:MG976Z29OM,K1:RCS9EQ01V4,separate,"R9a two separately registered FDA substances: Glyceryl Phosphate ['MG976Z29OM'] and SODIUM GLYCEROPHOSPHATE ['RCS9EQ01V4'], preferred names GLYCERYL PHOSPHATE and Sodium glycerophosphate; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:MK831RYX9D,K1:W4888I119H,separate,"R6 the GSRS record on K1:MK831RYX9D is a mixed salt whose active moiety is UT-231B Free Base (MK831RYX9D); TARTARIC ACID is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:MRJ667KA5E,K1:NPU9M2E6L8,merge,"R7y identical name 'Methylcellulose (4000 MPA.S)' and no structure on either page; UNIIs ['MRJ667KA5E'] / ['NPU9M2E6L8'], substance classes ['polymer'] / ['polymer']",medium
K1:MT6QI8324A,K1:3B8D35Y7S4,separate,"R4a MAGNESIUM LACTATE is Lactic Acid, Dl (JVTAAEKCZFNVCJ) plus counter-ions or solvate, but FDA records the active moiety of MAGNESIUM LACTATE as MAGNESIUM CATION (T6V3LHY838), not Lactic Acid, Dl; the counter-ion is the substance being recorded and the organic acid is its carrier",high
K1:N712M78A8G,K1:V1I29R0RJQ,separate,R8s the two held structures settle it: different skeletons RQNWIZPPADIBDY vs RBFQJDQYXXHULB; a name rule does not overrule a structure comparison,high
K1:N8NP6FR80R,K4:cupric,separate,"R9b 'Cupric Phosphate' names an element, a cation or an oxidation state, not a moiety; §3.1a refuses a merge between it and Cupric",high
K1:N9I9HDB855,K1:W4888I119H,separate,R8s the two held structures settle it: different skeletons RBOXVHNMENFORY vs FEWJPZIEWOKRBE; a name rule does not overrule a structure comparison,high
K1:O352864B8Z,K1:4E862E7GRQ,separate,R4z shared parent XPPKVPWEQAFLFU has 0 carbon atoms; an inorganic anion is not a moiety a drug page merges onto,high
K1:O4L1XPO44W,K1:91XW058U2C,separate,R8s the two held structures settle it: different skeletons CJOFXWAVKWHTFT vs VZCYOOQTPOCHFL; a name rule does not overrule a structure comparison,high
K1:O84B5194RL,K1:SZH16H44UY,separate,R9c Juniper Berry Oil and Juniper Berry are different registered preparations of one organism (oil); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:OSD78555ZM,,separate,"R0b distinct substances sharing the normalised name 'potassium': Potassium Bromide (IOLCXVTUBQKXJR-UHFFFAOYSA-M) against POTASSIUM CITRATE, POTASSIUM CITRATE ANHYDROUS, POTASSIUM GLUCONATE, POTASSIUM SALICYLATE; disambiguate on the display name, do not merge",high
K1:P484053J2Y,K1:8CBV67279L,separate,R4z shared parent JPVYNHNXODAKFH has 0 carbon atoms; an inorganic anion is not a moiety a drug page merges onto,high
K1:Q6C979R91Y,K1:W4888I119H,separate,"R6 the GSRS record on K1:Q6C979R91Y is a mixed salt whose active moiety is Vinorelbine (Q6C979R91Y); TARTARIC ACID is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:Q7Y33N57ZZ,K1:F9S9FFU82N,separate,R8s the two held structures settle it: different skeletons IFRGXKKQHBVPCQ vs JVTAAEKCZFNVCJ; a name rule does not overrule a structure comparison,high
K1:QB99VZZ7GZ,K1:ZBP1YXW0H8,separate,"R9a two separately registered FDA substances: Citronellal ['QB99VZZ7GZ'] and Lavender Oil ['ZBP1YXW0H8'], preferred names CITRONELLAL and LAVENDER OIL; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:QVF9Y6955W,K1:1HTE449DGZ,separate,"R9a two separately registered FDA substances: Gadoteric acid ['QVF9Y6955W'] and Tetraxetan ['1HTE449DGZ'], preferred names Gadoteric Acid and Tetraxetan; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:R17X820ROL,K1:30KYC7MIAI,separate,"R4a Magnesium Aspartate is Aspartic acid (CKLJMWTZIZZHCS) plus counter-ions or solvate, but FDA records the active moiety of Magnesium Aspartate as MAGNESIUM CATION (T6V3LHY838), not Aspartic acid; the counter-ion is the substance being recorded and the organic acid is its carrier",high
K1:R3G3HB38O4,K1:5UTX5635HP,separate,"R9a two separately registered FDA substances: TRIS(8-HYDROXYQUINOLINATO)GALLIUM ['R3G3HB38O4'] and Oxyquinoline ['5UTX5635HP'], preferred names TRIS(8-HYDROXYQUINOLINATO)GALLIUM and Oxyquinoline; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:R5L488RY0Q,K1:88XHZ13131,separate,"R4x §1 the removed fragment is not a counter-ion: Ferrous Fumarate carries Fe that Fumaric Acid does not; shared organic fragment VZCYOOQTPOCHFL is the ligand, not the substance",high
K1:R74O7T8569,K1:05456MVL7T,separate,R4z shared parent PZDJSXWIQXZUBJ has 0 carbon atoms; an inorganic anion is not a moiety a drug page merges onto,high
K1:RFJ7QXF345,K2:PWZFXELTLAQOKC-UHFFFAOYSA-A,separate,"R4y both are salts of BVKZGUZCCUSVTD; neither page is that parent moiety; §3.1 merges a salt into its parent, and that parent is not either of these two pages",high
K1:RHO26O1T9V,HOLD:existing:anhydrous-citric-acid,separate,"R4a Magnesium Citrate is Anhydrous Citric Acid (KRKNYBCHXYNGOX) plus counter-ions or solvate, but FDA records the active moiety of Magnesium Citrate as MAGNESIUM CATION (T6V3LHY838), not Anhydrous Citric Acid; the counter-ion is the substance being recorded and the organic acid is its carrier",high
K1:RHO26O1T9V,K1:XF417D3PSL,separate,"R4a Magnesium Citrate is Anhydrous Citric Acid (KRKNYBCHXYNGOX) plus counter-ions or solvate, but FDA records the active moiety of Magnesium Citrate as MAGNESIUM CATION (T6V3LHY838), not Anhydrous Citric Acid; the counter-ion is the substance being recorded and the organic acid is its carrier",high
K1:ROV204583W,,merge,R0 already-merged: corpus merge map records K1:5XE21E41RT -> K1:ROV204583W; the two names denote one live page (Givosiran),high
K1:ROV204583W,,merge,R0 already-merged: corpus merge map records K1:5XE21E41RT -> K1:ROV204583W; the two names denote one live page (Givosiran),high
K1:RTJ1W9DF34,K4:cobaltous,separate,"R9b 'Cobaltous Iodide' names an element, a cation or an oxidation state, not a moiety; §3.1a refuses a merge between it and Cobaltous",high
K1:RV823G6G67,K1:R4R8J0Q44B,separate,"R4x §1 the removed fragment is not a counter-ion: Copper Gluconate carries Cu that Gluconic Acid does not; shared organic fragment RGHNJXZEOKUKBD is the ligand, not the substance",high
K1:RZT8C352O1,,merge,R0 already-merged: corpus merge map records K1:67P6XH37HD -> K1:RZT8C352O1; the two names denote one live page (Lumasiran),high
K1:RZT8C352O1,,merge,R0 already-merged: corpus merge map records K1:67P6XH37HD -> K1:RZT8C352O1; the two names denote one live page (Lumasiran),high
K1:S2QG84156O,K1:8CBV67279L,separate,"R4w Cupric Cation appears only as a fragment of Cupric Chloride, not as its parent moiety",high
K1:S3RS2SA30L,,merge,R0 already-merged: corpus merge map records K1:NSY2BY6PSB -> K1:S3RS2SA30L; the two names denote one live page (Olezarsen),high
K1:S3RS2SA30L,,merge,R0 already-merged: corpus merge map records K1:NSY2BY6PSB -> K1:S3RS2SA30L; the two names denote one live page (Olezarsen),high
K1:S3Y25PHP1W,K1:GW89581OWR,separate,"R5z FDA gives Ferrous Cation (GW89581OWR) as the active moiety of FERROUS CHLORIDE, but §3.1a refuses a merge onto it: Ferrous Cation reduces to CWYNVVGOOAEACU with 1 heavy atoms and 0 carbons",high
K1:S4YM38H4U6,K1:SIR7XX2F1K,separate,R8s the two held structures settle it: different skeletons FENJKTQEFUPECW vs PAYRUJLWNCNPSJ; a name rule does not overrule a structure comparison,high
K1:S79O08V79F,,merge,R0 already-merged: corpus merge map records K1:12M44VTJ7B -> K1:S79O08V79F; the two names denote one live page (Dalteparin),high
K1:S79O08V79F,,merge,R0 already-merged: corpus merge map records K1:12M44VTJ7B -> K1:S79O08V79F; the two names denote one live page (Dalteparin),high
K1:SQE6VB453K,K1:R4R8J0Q44B,separate,"R4a CALCIUM GLUCONATE is Gluconic Acid (RGHNJXZEOKUKBD) plus counter-ions or solvate, but FDA records the active moiety of CALCIUM GLUCONATE as CALCIUM CATION (2M83C4R6ZB), not Gluconic Acid; the counter-ion is the substance being recorded and the organic acid is its carrier",high
K1:SW3H1USR4Q,K1:W4888I119H,separate,R8s the two held structures settle it: different skeletons LHXOCOHMBFOVJS vs FEWJPZIEWOKRBE; a name rule does not overrule a structure comparison,high
K1:SZH16H44UY,K2:AJBZENLMTKDAEK-UHFFFAOYSA-N,separate,R9 no shared identifier and no structure pair to compare (Juniper Berry Oil vs Calendula); UNIIs ['SZH16H44UY'] vs none; InChIKeys none vs AJBZENLMTKDAEK-UHFFFAOYSA-N,low
K1:T42NAD2KHC,K1:R4R8J0Q44B,separate,"R4a Magnesium Gluconate is Gluconic Acid (RGHNJXZEOKUKBD) plus counter-ions or solvate, but FDA records the active moiety of Magnesium Gluconate as MAGNESIUM CATION (T6V3LHY838), not Gluconic Acid; the counter-ion is the substance being recorded and the organic acid is its carrier",high
K1:T6HE85WN0Q,,merge,R0 already-merged: corpus merge map records K1:F3F6208UMT -> K1:T6HE85WN0Q; the two names denote one live page (Pegulicianine),high
K1:T6HE85WN0Q,,merge,R0 already-merged: corpus merge map records K1:F3F6208UMT -> K1:T6HE85WN0Q; the two names denote one live page (Pegulicianine),high
K1:TO0PAT081I,K1:B035PIS86W,separate,"R6 the GSRS record on K1:TO0PAT081I is a mixed salt whose active moiety is Dobesilic Acid (TO0PAT081I); DIETHYLAMINE is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:TT0V5JLG5B,,merge,R0 already-merged: corpus merge map records K1:K86ENL12I5 -> K1:TT0V5JLG5B; the two names denote one live page (AVACINCAPTAD PEGOL),high
K1:TT0V5JLG5B,,merge,R0 already-merged: corpus merge map records K1:K86ENL12I5 -> K1:TT0V5JLG5B; the two names denote one live page (AVACINCAPTAD PEGOL),high
K1:TU1X77K34Q,K1:3KX376GY7L,separate,"R4w Glutamic acid appears only as a fragment of ARGININE GLUTAMATE, not as its parent moiety",high
K1:TU7HW0W0QT,K1:3B8D35Y7S4,separate,"R4a Compound solution of sodium lactate is Lactic Acid, Dl (JVTAAEKCZFNVCJ) plus counter-ions or solvate, but FDA records the active moiety of Compound solution of sodium lactate as Sodium cation (LYR4M0NH37), not Lactic Acid, Dl; the counter-ion is the substance being recorded and the organic acid is its carrier",high
K1:U1B11I423Z,K1:R4R8J0Q44B,separate,"R4x §1 the removed fragment is not a counter-ion: Ferrous Gluconate carries Fe that Gluconic Acid does not; shared organic fragment RGHNJXZEOKUKBD is the ligand, not the substance",high
K1:U38V3ZVV3V,K1:91O4LML611,separate,R4z shared parent VTLYFUHAOXGGBS has 0 carbon atoms; an inorganic anion is not a moiety a drug page merges onto,high
K1:V1XJQ704R4,K1:8CBV67279L,separate,R4z shared parent JPVYNHNXODAKFH has 0 carbon atoms; an inorganic anion is not a moiety a drug page merges onto,high
K1:V7OK6J19HQ,,merge,R0 already-merged: corpus merge map records K1:RH248G8V27 -> K1:V7OK6J19HQ; the two names denote one live page (Gadopentetate),high
K1:V867Q8X3ZD,K1:XF417D3PSL,separate,"R6 the GSRS record on K1:V867Q8X3ZD is a mixed salt whose active moiety is Diethylcarbamazine (V867Q8X3ZD); Anhydrous Citric Acid is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:V99T50803M,K1:J3TZF807X5,separate,"R6 the GSRS record on K1:V99T50803M is a mixed salt whose active moiety is Sunitinib (V99T50803M); Malic Acid is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:W108RK810P,K1:R4R8J0Q44B,merge,R5 FDA active moiety: GSRS gives Gluconic Acid (R4R8J0Q44B) as the active moiety of FERRIC GLUCONATE TRIHYDRATE,medium
K1:W53L6FE61V,K1:91XW058U2C,separate,"R6 the GSRS record on K1:W53L6FE61V is a mixed salt whose active moiety is Methylergometrine (W53L6FE61V); MALEIC ACID is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:W6HS99O8ZO,K1:W4888I119H,separate,"R6 the GSRS record on K1:W6HS99O8ZO is a mixed salt whose active moiety is Varenicline (W6HS99O8ZO); TARTARIC ACID is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:WHE7A56U7K,K1:W4888I119H,separate,"R6 the GSRS record on K1:WHE7A56U7K is a mixed salt whose active moiety is Tolterodine (WHE7A56U7K); TARTARIC ACID is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:WZB719DDER,K4:chromic,separate,"R9b 'Chromic Bromide' names an element, a cation or an oxidation state, not a moiety; §3.1a refuses a merge between it and Chromic",high
K1:X49220T18G,K1:88XHZ13131,separate,"R6 the GSRS record on K1:X49220T18G is a mixed salt whose active moiety is Ketotifen (X49220T18G); Fumaric Acid is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:XG9ARL6P25,,merge,R0 already-merged: corpus merge map records K1:U93HYZ4QU8 -> K1:XG9ARL6P25; the two names denote one live page (Plozasiran),high
K1:XG9ARL6P25,,merge,R0 already-merged: corpus merge map records K1:U93HYZ4QU8 -> K1:XG9ARL6P25; the two names denote one live page (Plozasiran),high
K1:XM33Q67UVH,K1:5WBR90FN3H,separate,"R6a GSRS names Fosveset as the parent substance of GADOFOSVESET TRISODIUM, but it records the active moiety as Gadolinium cation (3+) (AZV954TZ9N); the counter-ion is the substance being recorded",high
K1:XWV9Z12C1C,K1:MG976Z29OM,separate,"R6a GSRS names Glyceryl Phosphate as the parent substance of CALCIUM GLYCEROPHOSPHATE, but it records the active moiety as CALCIUM CATION (2M83C4R6ZB); the counter-ion is the substance being recorded",high
K1:XWV9Z12C1C,K1:WWH06G87W6,separate,"R6a GSRS names Glyceryl 2-PHOSPHATE as the parent substance of CALCIUM GLYCEROPHOSPHATE, but it records the active moiety as CALCIUM CATION (2M83C4R6ZB); the counter-ion is the substance being recorded",high
K1:XZA9HY6Z98,K1:91XW058U2C,separate,"R6 the GSRS record on K1:XZA9HY6Z98 is a mixed salt whose active moiety is Methysergide (XZA9HY6Z98); MALEIC ACID is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:Y6O7T4G8P9,K1:ETJ7Z6XBU4,separate,"R9a two separately registered FDA substances: Hydrated Silica ['Y6O7T4G8P9'] and SILICON DIOXIDE ['ETJ7Z6XBU4'], preferred names HYDRATED SILICA and Silicon dioxide; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:YG391PK0CC,,merge,R0 already-merged: corpus merge map records K1:10R1YC115A -> K1:YG391PK0CC; the two names denote one live page (Zilucoplan),high
K1:YG391PK0CC,,merge,R0 already-merged: corpus merge map records K1:10R1YC115A -> K1:YG391PK0CC; the two names denote one live page (Zilucoplan),high
K1:YHP6YLT61T,K1:91XW058U2C,separate,"R6 the GSRS record on K1:YHP6YLT61T is a mixed salt whose active moiety is Prochlorperazine (YHP6YLT61T); MALEIC ACID is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:Z56D82TX8V,K1:30KYC7MIAI,separate,"R6a GSRS names Aspartic acid as the parent substance of FERROUS ASPARTATE, but it records the active moiety as FERROUS CATION (GW89581OWR); the counter-ion is the substance being recorded",high
K1:Z8E46IA45W,K3:CHEMBL2109130,separate,R9 no shared identifier and no structure pair to compare (Technetium TC-99M Albumin Aggregated vs Macrosalb (131i)); UNIIs ['Z8E46IA45W'] vs none,low
